Entity1,Relationship,Entity2,Property,species_source
红耳彩龟,SPREAD_RISK_TO,西班牙,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,贝宁,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,赞比亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,赤道几内亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,赫德岛和麦克唐纳群岛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,越南,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,长江流域,confidence=中,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,阿塞拜疆,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,阿富汗,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,阿尔及利亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,阿尔巴尼亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,阿拉伯联合酋长国,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,阿曼,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,阿根廷,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,阿根廷南极领地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,非洲,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,韩国,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,马尔代夫,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,马拉维,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,马来西亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,马绍尔群岛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,马耳他,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,马达加斯加,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,马里,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,黎巴嫩,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,黑山,confidence=低,红耳彩龟
红耳彩龟,THRIVES_IN,养殖废水,,红耳彩龟
红耳彩龟,THRIVES_IN,半咸水流域,,红耳彩龟
红耳彩龟,THRIVES_IN,半陆生环境,,红耳彩龟
红耳彩龟,THRIVES_IN,水域,,红耳彩龟
红耳彩龟,THRIVES_IN,水库,,红耳彩龟
红耳彩龟,THRIVES_IN,水生生态系统,,红耳彩龟
红耳彩龟,THRIVES_IN,池塘,,红耳彩龟
红耳彩龟,THRIVES_IN,河塘,,红耳彩龟
红耳彩龟,THRIVES_IN,河流,,红耳彩龟
红耳彩龟,THRIVES_IN,沼泽,,红耳彩龟
红耳彩龟,THRIVES_IN,淡水环境,,红耳彩龟
红耳彩龟,THRIVES_IN,淡水生境,,红耳彩龟
红耳彩龟,THRIVES_IN,湖泊,,红耳彩龟
红耳彩龟,THRIVES_IN,湿地,,红耳彩龟
红耳彩龟,THRIVES_IN,溪流,,红耳彩龟
红耳彩龟,THRIVES_IN,稻田,,红耳彩龟
红耳彩龟,THRIVES_IN,缓流河流,,红耳彩龟
红耳彩龟,THRIVES_IN,静水生态系统,,红耳彩龟
编制入侵防控指南,MITIGATES,红耳彩龟,method=农业;type=辅助,红耳彩龟
美国防治事件,DURING,1975年,,红耳彩龟
美国防治事件,MITIGATES,红耳彩龟,method=检疫;type=主要,红耳彩龟
设立专门机构监测,MITIGATES,红耳彩龟,method=农业;type=辅助,红耳彩龟
诱捕措施,MITIGATES,红耳彩龟,method=物理;type=主要,红耳彩龟
鲤鱼,COMPETES_WITH,红耳彩龟,severity=中,红耳彩龟
