Entity1,Relationship,Entity2,Property,species_source
鳄雀鳝,SPREAD_RISK_TO,缅甸,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,罗马尼亚,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,老挝,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,肯尼亚,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,芬兰,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,苏丹,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,苏里南,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,英国,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,荷兰,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,莫桑比克,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,莱索托,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,菲律宾,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,萨摩亚,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,葡萄牙,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,蒙古,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,西撒哈拉,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,西班牙,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,贝宁,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,赞比亚,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,赤道几内亚,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,越南,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,里海沿岸,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,长江流域,confidence=高,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,长江流域,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,阿塞拜疆,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,阿富汗,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,阿尔及利亚,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,阿尔巴尼亚,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,阿曼,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,阿根廷,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,阿联酋,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,非洲,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,韩国,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,香港,confidence=高,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,马尔代夫,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,马恩岛,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,马拉维,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,马来西亚,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,马约特,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,马绍尔群岛,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,马耳他,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,马达加斯加,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,马里,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,黄河流域,confidence=中,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,黎巴嫩,confidence=低,鳄雀鳝
鳄雀鳝,SPREAD_RISK_TO,黑山,confidence=低,鳄雀鳝
鳄雀鳝,THRIVES_IN,下水道,,鳄雀鳝
鳄雀鳝,THRIVES_IN,人工湖,,鳄雀鳝
鳄雀鳝,THRIVES_IN,公园水体,,鳄雀鳝
鳄雀鳝,THRIVES_IN,咸水区,,鳄雀鳝
鳄雀鳝,THRIVES_IN,城市中央公园,,鳄雀鳝
鳄雀鳝,THRIVES_IN,城市内部湖泊,,鳄雀鳝
鳄雀鳝,THRIVES_IN,城市周边湖泊,,鳄雀鳝
鳄雀鳝,THRIVES_IN,大型河流,,鳄雀鳝
鳄雀鳝,THRIVES_IN,封闭水域,,鳄雀鳝
鳄雀鳝,THRIVES_IN,微咸水,,鳄雀鳝
鳄雀鳝,THRIVES_IN,放生池,,鳄雀鳝
鳄雀鳝,THRIVES_IN,景观池,,鳄雀鳝
鳄雀鳝,THRIVES_IN,水塘,,鳄雀鳝
鳄雀鳝,THRIVES_IN,水库,,鳄雀鳝
鳄雀鳝,THRIVES_IN,河口,,鳄雀鳝
鳄雀鳝,THRIVES_IN,河流,,鳄雀鳝
鳄雀鳝,THRIVES_IN,沼泽,,鳄雀鳝
鳄雀鳝,THRIVES_IN,海湾,,鳄雀鳝
鳄雀鳝,THRIVES_IN,淡水生态系统,,鳄雀鳝
鳄雀鳝,THRIVES_IN,湖泊,,鳄雀鳝
鳄雀鳝,THRIVES_IN,牛轭湖,,鳄雀鳝
