Entity1,Relationship,Entity2,Property,species_source
非洲大蜗牛,SPREAD_RISK_TO,香港特别行政区,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,马达加斯加岛,confidence=高,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,乱石堆,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,乱石堆,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,人类住宅,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,低热河谷区,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,住宅小区,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,住宅小区,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,公园,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,公园绿地,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,公园绿地,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,公园花圃,",",非洲大蜗牛
非洲大蜗牛,THRIVES_IN,农田,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,农田,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,口岸,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,土壤表层,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,垃圾堆,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,学校,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,房屋墙角,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,房屋墙角,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,杂草丛生树木葱郁农作物繁茂阴暗潮湿的环境,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,林地,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,林地,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,果园,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,果园,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,枯草堆,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,枯草堆,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,树枝落叶和石块下,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,森林,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,森林,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,橡胶园,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,民宅院内外的垃圾或杂物堆放,",",非洲大蜗牛
非洲大蜗牛,THRIVES_IN,水库,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,水库,",",非洲大蜗牛
非洲大蜗牛,THRIVES_IN,沟渠,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,沟渠边,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,河流,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,河流,",",非洲大蜗牛
非洲大蜗牛,THRIVES_IN,洞穴中,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,湿地,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,湿地,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,潮湿墙壁,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,灌木丛,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,稻田,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,稻田,",",非洲大蜗牛
非洲大蜗牛,THRIVES_IN,腐殖质多的土壤表层,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,腐殖质的土壤里,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,花园,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,草丛,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,草丛,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,草地,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,草木树根下,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,菜园,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,菜园,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,菜地,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,菜地或路边草丛,",",非洲大蜗牛
非洲大蜗牛,THRIVES_IN,落叶腐烂处,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,路边,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,阴凉潮湿处,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,阴沟,无,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,香蕉田,,非洲大蜗牛
非洲大蜗牛,THRIVES_IN,马卡博田,,非洲大蜗牛
食物诱杀,MITIGATES,非洲大蜗牛,method=物理;type=辅助,非洲大蜗牛
饲养鸡鸭鹅,MITIGATES,非洲大蜗牛,method=生物;type=主要,非洲大蜗牛
龙岩市2025年夏季集中灭螺行动,DURING,2025年5月-9月,,非洲大蜗牛
龙岩市2025年夏季集中灭螺行动,MITIGATES,非洲大蜗牛,method=综合;type=主要,非洲大蜗牛
