species,year,property,lat,lon,province,city,district,address,ext_path
大鳄龟,2025,year=2025;status=目击,39.947183,116.513616,北京市,北京市,朝阳区,北京市 朝阳区,北京市 北京市 朝阳区
红耳彩龟,2021,year=2021;status=目击,22.374134,114.26544,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.3699,114.262507,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.35477,114.246378,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.375422,114.263656,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.427122,114.233597,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.305243,114.012487,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.202011,114.130458,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.305322,114.012467,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.299627,114.168653,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.30527,114.011986,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.28499,114.009575,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.471138,114.006906,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.305045,114.012786,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.305308,114.011956,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.375294,114.264288,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.295398,114.015029,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.331712,114.189677,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.378942,114.189522,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.503774,114.176411,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.303779,114.014102,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.451348,114.120931,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.377976,114.188133,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.304054,114.244939,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.285984,114.200539,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.44187,114.181152,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277905,114.162003,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.375518,114.26314,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277938,114.161972,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.249345,114.186395,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.374986,114.264199,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.493035,114.12064,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.24444,114.178385,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.445936,114.177492,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.285922,114.200743,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277591,114.161658,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.244495,114.178717,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.27651,114.159563,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.355522,114.25892,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.375014,114.264054,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.385282,114.148341,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.441097,114.019253,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277535,114.161704,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.276489,114.162809,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.265684,114.167416,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.234067,113.956375,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.376351,114.126748,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277641,114.161432,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.286069,114.147741,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.244475,114.178505,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.379578,114.190143,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.244442,114.178733,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.244303,114.178842,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.497559,114.096556,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.374998,114.264151,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.336868,114.137014,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.37879,114.257834,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.283119,114.136058,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277608,114.161572,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277524,114.161927,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277639,114.161549,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277692,114.161816,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.299074,114.16935,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277481,114.161493,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277606,114.161433,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277751,114.161665,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.299667,114.171326,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.427032,114.233589,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.337505,114.172844,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.463687,114.337661,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.427036,114.23333,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277566,114.161274,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.344444,114.14965,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.333282,114.111779,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.425663,114.013295,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.300373,114.237931,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.375416,114.184639,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.300283,114.237829,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.30484,114.012772,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.299953,114.23756,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.300029,114.237567,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.277956,114.161606,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.278055,114.16195,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.52314,114.114006,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.374127,114.265022,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.374093,114.265054,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.356087,114.105317,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.355825,114.106004,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.546253,114.223397,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.247887,114.163506,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.331675,114.18958,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.355811,114.106339,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.440452,114.019168,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.440096,114.019117,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.375098,114.263894,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.334903,114.138221,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.456549,114.001419,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.37448,114.265126,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2021,year=2021;status=目击,22.374457,114.265168,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.241461,113.980322,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.300603,114.170803,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.313556,114.26587,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.52902,114.114096,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.375357,114.263535,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.513515,114.176451,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.381458,114.221145,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.40472,113.958414,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.305283,114.012178,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.234447,114.193917,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.391865,113.973549,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.448918,114.094081,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.448834,114.093997,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.313912,114.250779,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.392067,113.973743,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.378529,114.187328,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.377433,114.190035,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.31309,114.02136,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.378003,114.18757,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.312964,114.191019,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.375408,114.263833,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.485935,114.202123,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.305403,114.012142,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.305156,114.012375,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.305022,114.012839,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.260834,114.135511,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.401802,114.226694,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.277649,114.155587,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.27766,114.161227,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.378621,114.144877,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.277754,114.161123,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.275994,114.160086,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.277492,114.161611,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.516387,114.128283,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.393128,114.150798,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.445502,114.179387,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.238992,114.119053,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.428332,114.185304,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.460081,114.005736,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.380279,114.148978,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.587789,114.275088,广东省,深圳市,盐田区,广东省 深圳市 盐田区,广东省 深圳市 盐田区
红耳彩龟,2020,year=2020;status=目击,22.35263,114.153456,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.277622,114.161736,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.539358,114.1541,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.277689,114.161563,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.378445,114.187181,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.497936,114.13476,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.422133,114.041935,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.429555,114.182668,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.381782,114.192955,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.498233,114.133536,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.334807,114.13947,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.498789,114.13384,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.378962,114.189605,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.334248,114.139653,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.334327,114.139643,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.334502,114.13937,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.334515,114.139377,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.342261,114.07776,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.528687,114.009113,广东省,深圳市,福田区,广东省 深圳市 福田区,广东省 深圳市 福田区
红耳彩龟,2020,year=2020;status=目击,22.381699,114.192009,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.356147,114.106129,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.429577,114.18078,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.441849,114.018205,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.299995,114.169945,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.381878,114.192153,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.378313,114.187455,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.392395,113.973747,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.441113,114.019311,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.45685,114.001096,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.299942,114.16997,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.367247,114.112678,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.29998,114.169983,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.299917,114.170221,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.378887,114.189475,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.456849,114.000661,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.277794,114.162006,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.426549,114.161925,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2020,year=2020;status=目击,22.359314,114.097303,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.244638,114.176678,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.277453,114.161683,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.277485,114.161734,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.277632,114.161428,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.2775,114.161901,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.374361,114.265112,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.394401,113.97435,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.393319,113.975308,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.277763,114.161812,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.393249,113.975314,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.392923,113.973202,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.393232,113.975304,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
红耳彩龟,2019,year=2019;status=目击,22.392685,113.973736,香港特别行政区,,,香港特别行政区,香港特别行政区 香港特别行政区 香港特别行政区
