species,Entity1,Relationship,Entity2,Property
非洲大蜗牛,漳州市,LOCATED_IN,福建省,
非洲大蜗牛,漳平市,LOCATED_IN,龙岩市,
非洲大蜗牛,澳门特别行政区,LOCATED_IN,中国,
非洲大蜗牛,特伦甘纳邦,LOCATED_IN,印度,
非洲大蜗牛,特里普拉邦,LOCATED_IN,印度,
非洲大蜗牛,猜纳府,LOCATED_IN,泰国,
非洲大蜗牛,玉里镇,LOCATED_IN,花莲县,
非洲大蜗牛,玛哈沙拉堪府,LOCATED_IN,泰国,
非洲大蜗牛,玻利瓦尔省,LOCATED_IN,哥伦比亚,
非洲大蜗牛,琼中县,LOCATED_IN,海南省,
非洲大蜗牛,瑞安公园,LOCATED_IN,柳州市,
非洲大蜗牛,瑞景公园小区,LOCATED_IN,思明区,
非洲大蜗牛,甘烹碧府,LOCATED_IN,泰国,
非洲大蜗牛,甲米府,LOCATED_IN,泰国,
非洲大蜗牛,番禺区,LOCATED_IN,广州市,
非洲大蜗牛,皮奥伊州,LOCATED_IN,巴西,
非洲大蜗牛,益梭通府,LOCATED_IN,泰国,
非洲大蜗牛,石碁镇,LOCATED_IN,番禺区,
非洲大蜗牛,礼乐镇,LOCATED_IN,江门市,
非洲大蜗牛,福州市,LOCATED_IN,福建省,
非洲大蜗牛,福州市,LOCATED_IN,福建省,无
非洲大蜗牛,福建省,LOCATED_IN,中国,
非洲大蜗牛,福鼎市,LOCATED_IN,福建省,无
非洲大蜗牛,程逸府,LOCATED_IN,泰国,
非洲大蜗牛,米佐拉姆邦,LOCATED_IN,印度,
非洲大蜗牛,米纳斯吉拉斯州,LOCATED_IN,巴西,
非洲大蜗牛,素可泰府,LOCATED_IN,泰国,
非洲大蜗牛,素叻他尼府,LOCATED_IN,泰国,
非洲大蜗牛,素攀武里府,LOCATED_IN,泰国,
非洲大蜗牛,红统府,LOCATED_IN,泰国,
非洲大蜗牛,罗勇府,LOCATED_IN,泰国,
非洲大蜗牛,罗城街道,LOCATED_IN,罗定市,
非洲大蜗牛,罗定市,LOCATED_IN,云浮市,
非洲大蜗牛,罗赖马州,LOCATED_IN,巴西,
非洲大蜗牛,罗镜镇,LOCATED_IN,罗定市,
非洲大蜗牛,翁源县,LOCATED_IN,韶关市,
非洲大蜗牛,翠江镇,LOCATED_IN,宁化县,
非洲大蜗牛,考卡山谷省,LOCATED_IN,哥伦比亚,
非洲大蜗牛,联邦区,LOCATED_IN,巴西,
非洲大蜗牛,肇庆市,LOCATED_IN,广东省,
非洲大蜗牛,花莲县,LOCATED_IN,台湾省,
非洲大蜗牛,苏克雷省,LOCATED_IN,哥伦比亚,
非洲大蜗牛,茂名市,LOCATED_IN,广东省,","
非洲大蜗牛,草屯镇,LOCATED_IN,南投县,
非洲大蜗牛,莫安达,LOCATED_IN,上奥果韦省,
非洲大蜗牛,莫达汉府,LOCATED_IN,泰国,
非洲大蜗牛,莲前街道瑞景公园小区,LOCATED_IN,思明区,
非洲大蜗牛,董里府,LOCATED_IN,泰国,
非洲大蜗牛,西孟加拉邦,LOCATED_IN,印度,
非洲大蜗牛,西恩富戈斯省,LOCATED_IN,古巴,
非洲大蜗牛,西沙群岛,LOCATED_IN,海南省,
非洲大蜗牛,谢戈德阿维拉省,LOCATED_IN,古巴,
非洲大蜗牛,贵州省,LOCATED_IN,中国,
非洲大蜗牛,贾坎德邦,LOCATED_IN,印度,
非洲大蜗牛,达叻府,LOCATED_IN,泰国,
非洲大蜗牛,那加兰邦,LOCATED_IN,印度,
非洲大蜗牛,那拉提瓦府,LOCATED_IN,泰国,
非洲大蜗牛,那空拍侬府,LOCATED_IN,泰国,
非洲大蜗牛,那空是贪玛叻府,LOCATED_IN,泰国,
非洲大蜗牛,那空沙旺府,LOCATED_IN,泰国,
非洲大蜗牛,那空那育府,LOCATED_IN,泰国,
非洲大蜗牛,里约热内卢州,LOCATED_IN,巴西,
非洲大蜗牛,金华市,LOCATED_IN,浙江省,","
非洲大蜗牛,金榜公园,LOCATED_IN,思明区,
非洲大蜗牛,锡金邦,LOCATED_IN,印度,
非洲大蜗牛,阿克里州,LOCATED_IN,巴西,
非洲大蜗牛,阿尔特米萨省,LOCATED_IN,古巴,
非洲大蜗牛,阿拉戈斯州,LOCATED_IN,巴西,
非洲大蜗牛,阿萨姆邦,LOCATED_IN,印度,
非洲大蜗牛,阿里山,LOCATED_IN,嘉义县,
非洲大蜗牛,阿马帕州,LOCATED_IN,巴西,
非洲大蜗牛,难府,LOCATED_IN,泰国,
非洲大蜗牛,青年岛特区,LOCATED_IN,古巴,
非洲大蜗牛,非洲东部,LOCATED_IN,非洲,
非洲大蜗牛,韶关市,LOCATED_IN,广东省,
非洲大蜗牛,香港,LOCATED_IN,中国,
非洲大蜗牛,香港特别行政区,LOCATED_IN,中国,
非洲大蜗牛,马亚贝克省,LOCATED_IN,古巴,
非洲大蜗牛,马关县,LOCATED_IN,文山壮族苗族自治州,
非洲大蜗牛,马卡帕,LOCATED_IN,阿马帕州,
非洲大蜗牛,马卡帕市,LOCATED_IN,马卡帕,
非洲大蜗牛,马哈拉施特拉邦,LOCATED_IN,印度,
非洲大蜗牛,马坦萨斯省,LOCATED_IN,古巴,
非洲大蜗牛,马托格罗索州,LOCATED_IN,巴西,
非洲大蜗牛,马拉尼昂州,LOCATED_IN,巴西,
非洲大蜗牛,马格达莱纳省,LOCATED_IN,哥伦比亚,
非洲大蜗牛,马达加斯加,LOCATED_IN,非洲东部,无
非洲大蜗牛,马达加斯加岛,LOCATED_IN,马达加斯加,无
非洲大蜗牛,麻栗坡县,LOCATED_IN,文山壮族苗族自治州,
非洲大蜗牛,黎府,LOCATED_IN,泰国,
非洲大蜗牛,黎逸府,LOCATED_IN,泰国,
非洲大蜗牛,龙仔厝府,LOCATED_IN,泰国,
非洲大蜗牛,龙岩市,LOCATED_IN,福建省,
非洲大蜗牛,龙海市,LOCATED_IN,福建省,","
鳄雀鳝,东湖海洋世界,LOCATED_IN,武汉市,
鳄雀鳝,中美洲,LOCATED_IN,北美洲,
鳄雀鳝,云禅湖,LOCATED_IN,汝州市,
鳄雀鳝,伊利诺伊州,LOCATED_IN,美国,
鳄雀鳝,伊利诺伊州哥伦比亚市,LOCATED_IN,伊利诺伊州,
鳄雀鳝,佛山市,LOCATED_IN,广东省,
鳄雀鳝,俄亥俄河,LOCATED_IN,美国,
鳄雀鳝,典农河,LOCATED_IN,银川市金凤区,
鳄雀鳝,凌水水库,LOCATED_IN,大连市,
鳄雀鳝,北美洲密西西比河流域,LOCATED_IN,北美洲,
鳄雀鳝,印度尼西亚雅加达,LOCATED_IN,印度尼西亚,
鳄雀鳝,厦门同安放生池,LOCATED_IN,厦门市同安区,
鳄雀鳝,厦门市,LOCATED_IN,福建省,
鳄雀鳝,厦门市同安区,LOCATED_IN,厦门市,
鳄雀鳝,古巴,LOCATED_IN,北美洲,
鳄雀鳝,台州市,LOCATED_IN,浙江省,
鳄雀鳝,四川自贡小区,LOCATED_IN,自贡市,
鳄雀鳝,墨西哥,LOCATED_IN,北美洲,
鳄雀鳝,大沥凤东公园,LOCATED_IN,大沥镇,
鳄雀鳝,大沥镇,LOCATED_IN,佛山市,
鳄雀鳝,大连市,LOCATED_IN,辽宁省,
鳄雀鳝,密苏里河,LOCATED_IN,美国,
鳄雀鳝,尼加拉瓜湖泊,LOCATED_IN,尼加拉瓜,
鳄雀鳝,崇左市,LOCATED_IN,广西壮族自治区,
鳄雀鳝,常青花园中心公园,LOCATED_IN,武汉市东西湖区,
鳄雀鳝,常青花园中心公园人工湖,LOCATED_IN,常青花园中心公园,
鳄雀鳝,平顶山市,LOCATED_IN,河南省,
鳄雀鳝,广州市,LOCATED_IN,广东省,
鳄雀鳝,广州市白云区,LOCATED_IN,广州市,
鳄雀鳝,广州市白云区槎龙社区,LOCATED_IN,广州市白云区,
鳄雀鳝,广州白云公园,LOCATED_IN,广州市白云区,
鳄雀鳝,广州白云区,LOCATED_IN,广州市,
鳄雀鳝,广州社区公园封闭水域,LOCATED_IN,广州市白云区槎龙社区,
鳄雀鳝,广水市,LOCATED_IN,随州市,
鳄雀鳝,成都市,LOCATED_IN,四川省,
鳄雀鳝,扶绥县,LOCATED_IN,崇左市,
鳄雀鳝,扶绥县渠黎镇,LOCATED_IN,扶绥县,
鳄雀鳝,无锡小区人工湖,LOCATED_IN,无锡市,
鳄雀鳝,无锡市,LOCATED_IN,江苏省,
鳄雀鳝,昆明小区观景池,LOCATED_IN,昆明市,
鳄雀鳝,昆明市,LOCATED_IN,云南省,
鳄雀鳝,桂平市,LOCATED_IN,贵港市,
鳄雀鳝,槎龙社区公园,LOCATED_IN,广州市白云区槎龙社区,
鳄雀鳝,武汉市,LOCATED_IN,湖北省,
鳄雀鳝,武汉市东西湖区,LOCATED_IN,武汉市,
鳄雀鳝,汝州市,LOCATED_IN,平顶山市,
鳄雀鳝,汝州市,LOCATED_IN,河南省,
鳄雀鳝,江津区,LOCATED_IN,重庆市,
鳄雀鳝,泰州市,LOCATED_IN,江苏省,
鳄雀鳝,海韵嘉园人工湖,LOCATED_IN,青岛市黄岛区,
鳄雀鳝,深圳小区景观池,LOCATED_IN,深圳市,
鳄雀鳝,深圳市,LOCATED_IN,广东省,
鳄雀鳝,渠黎镇某山庄,LOCATED_IN,扶绥县渠黎镇,
鳄雀鳝,温江区,LOCATED_IN,成都市,
鳄雀鳝,白云湖,LOCATED_IN,广州市,
鳄雀鳝,福建寺庙放生池,LOCATED_IN,福建省,
鳄雀鳝,美国,LOCATED_IN,北美洲,
鳄雀鳝,美国佛罗里达州,LOCATED_IN,美国,
鳄雀鳝,自贡市,LOCATED_IN,四川省,
鳄雀鳝,西宁市,LOCATED_IN,青海省,
鳄雀鳝,西山风景区莲池,LOCATED_IN,桂平市,
鳄雀鳝,贵港市,LOCATED_IN,广西壮族自治区,
鳄雀鳝,郑州市,LOCATED_IN,河南省,
鳄雀鳝,银川市,LOCATED_IN,宁夏回族自治区,
鳄雀鳝,银川市金凤区,LOCATED_IN,银川市,
鳄雀鳝,长沙市,LOCATED_IN,湖南省,
鳄雀鳝,长沙市岳麓区,LOCATED_IN,长沙市,
鳄雀鳝,长沙市开福区,LOCATED_IN,长沙市,
鳄雀鳝,随州市,LOCATED_IN,湖北省,
鳄雀鳝,青岛小区人工湖,LOCATED_IN,青岛市,
鳄雀鳝,青岛市,LOCATED_IN,山东省,
鳄雀鳝,青岛市黄岛区,LOCATED_IN,青岛市,
鳄雀鳝,靖江市,LOCATED_IN,泰州市,
